က	ka̰
ယိုးဒယားအက	jódəjáʔəka̰
ယီမင်	jìmɪ̀ɴ
ယုဂ်	joʊʔ
ယုဇန	jṵza̰na̰
ယုတ္တိ	joʊʔtḭ
ယုတ္တိဗေဒ	joʊʔtḭbèda̰
ယုန်	jòʊɴ
ယုံ	jòʊɴ
ယုံကြည်	jòʊɴtɕì
ယူ	jù
ယူကရိန်း	jùkəɹéɪɴ
ယူဂန်းဒါး	jùgáɴdá
ယူဂိုဆလားဗီးယား	jùgòsʰəlábíjá
ယူနိုက်တက်ကင်းဒမ်း	jùnaɪʔtɛʔkɪ́ɴdáɴ
ယူနီ	jùnì
ယူနီဖောင်း	jùnìpʰáʊɴ
ယူနီဘာစီတီ	jùnìbàsìtì
ယူနီယန်	jùnìjàɴ
ယူရို	jùɹò
ယူရေနတ်	jùɹènaʔ
ယူရေးရှား	jùɹéʃá
ယေရေဗန်	jèɹèbàɴ
ယေရှု	jèʃṵ
ယောက္ခထီး	jaʊʔkʰətʰí
ယောက္ခမ	jaʊʔkʰəma̰
ယောက်	jaʊʔ
ယောက်ဖ	jaʊʔpʰa̰
ယောက်မ	jáʊɴma̰
ယောက်သွား	jaʊʔθwá
ယောက်ျား	jaʊʔtɕá
ယောက်ျားလျာ	jaʊʔkəʃà
ယောဂ	jɔ́ga̰
ယောဇနာ	jɔ́zənà
ယောနိ	jɔ́nḭ
ယဲ့ယဲ့	jɛ̰jɛ̰
ယွင်း	jwɪ́ɴ
ယွန်း	jʊ́ɴ
ယွန်းဇဝါ	jʊ́ɴzəwà
ယွန်းထည်	jʊ́ɴtʰɛ̀
ယွန်းထည်သရိုး	jʊ́ɴtʰìθəjó
ယွန်းပန်း	jʊ́ɴbáɴ
ယွန်းပန်းချီ	jʊ́ɴbədʑì
ယွန်းပေါင်ပုရပိုက်	jʊ́ɴbàʊɴpəɹəbaɪʔ
ယွန်းယွန်း	jʊ́ɴjʊ́ɴ
ယှက်	ʃɛʔ
ယှဉ်ဖက်	ʃɪ̀ɴpʰɛʔ
ယှဉ်း	ʃɪ́ɴ
ရ	ja̰
ရ	ɹa̰
ရကောက်	ja̰kaʊʔ
ရက်	jɛʔ
ရက်ကန်း	jɛʔkáɴ
ရက်ကန်းစင်	jɛʔkáɴzɪ̀ɴ
ရက်စွဲ	jɛʔswɛ́
ရက်ရာဇာ	jɛʔjàzà
ရက်သတ္တပတ်	jɛʔθaʔdəbaʔ
ရခိုင်	jəkʰàɪɴ
ရင့်	jɪ̰ɴ
ရင်	jɪ̀ɴ
ရင်ခံ	jɪ̀ɴkʰàɴ
ရင်ခွဲရုံ	jɪ̀ɴgwɛ́jòʊɴ
ရင်ထိုးတံဆိပ်	jɪ̀ɴdódəzeɪʔ
ရင်ပတ်	jɪ̀ɴbaʔ
ရင်ပြင်	jɪ̀ɴbjɪ̀ɴ
ရင်ဘတ်	jɪ̀ɴbaʔ
ရင်းရဲ	jɪ́ɴjɛ́
ရစ်	jɪʔ
ရည်	jì
ရည်မှန်းချက်	jìm̥áɴdʑɛʔ
ရည်းစား	jízá
ရတနာ	jədənà
ရတနာပုံ	jɛ̀dənàbòʊɴ
ရတနာပူရ	jədənàpùɹa̰
ရတနာသိင်္ဃ	jədənàθèɪɴga̰
ရတနာသုံးပါး	jədənàθóʊɴbá
ရတီ	jətì
ရတု	ja̰tṵ
ရထား	jətʰá
ရနံ့	jəna̰ɴ
ရန်	jàɴ
ရန်ကင်း	jàɴgɪ́ɴ
ရန်ကုန်	jàɴgòʊɴ
ရန်ပြု	jàɴpjṵ
ရန်ဖြစ်	jàɴpʰjɪʔ
ရန်သူ	jàɴðù
ရန်သူမျိုးငါးပါး	jàɴðùmjóŋábá
ရပါတယ်	ja̰bàdɛ̀
ရပ်	jaʔ
ရပ်ကွက်	jaʔkwɛʔ
ရမ္မက်	jəmɛʔ
ရမ်	ɹàɴ
ရမ်းရမ်း	jáɴjáɴ
ရယ်	jì
ရရစ်	ja̰jɪʔ
ရလဒ်	ja̰laʔ
ရဝမ်ဒါ	ɹəwàɴdà
ရဝိန်	jəwèɪɴ
ရဝေ	jəwè
ရဝေတိုင်	jəwèdàɪɴ
ရသ	ja̰ðà
ရသာ	ja̰ðà
ရသာရုံ	ja̰θàjòʊɴ
ရသေ့	jəθḛ
ရဟတ်	jəhaʔ
ရဟတ်ယာဉ်	jəhaʔjɪ̀ɴ
ရဟန်း	jəháɴ
ရာ	jà
ရာခိုင်နှုန်း	jàkʰàɪɴn̥óʊɴ
ရာဂ	jàga̰
ရာစု	jàzṵ
ရာစုနှစ်	jàzṵn̥ɪʔ
ရာဇ	jàza̰
ရာဇဂုရု	jàza̰gṵɹṵ
ရာဇဌာန်	ɹàzətʰàn
ရာဇဝင်	jàzəwɪ̀ɴ
ရာဇဝတ်	jàzəwʊʔ
ရာဇဝတ်ကောင်	jàzəwʊʔkàʊɴ
ရာဇသတ်	jàzəθaʔ
ရာဇာ	jàzà
ရာဇာဓိရာဇဂုရု	jàza̰dḭjàza̰gṵɹṵ
ရာဘ	jàba̰
ရာဘတ်	ɹàbaʔ
ရာဘာ	jàbà
ရာမ	jàma̰
ရာမည	ɹàməɲa̰
ရာရာစစ	jàjàsa̰sa̰
ရာဝဏ	ɹàwəna̰
ရာသီ	jàðì
ရာသီရုပ်	jàðìjoʊʔ
ရာသီဥတု	jàðìʔṵdṵ
ရာဟုဂြိုဟ်	jàhṵdʑò
ရာဟုလာ	jàhṵlà
ရိက္ခါ	jeɪʔkʰà
ရိက္ခာ	jeɪʔkʰà
ရိတ်	jeɪʔ
ရိတ်သိမ်း	jeɪʔθéɪɴ
ရိပ်ရိပ်	jeɪʔjeɪʔ
ရိုက်	jaɪʔ
ရိုင်ဖယ်	ɹàɪɴpʰɛ̀
ရိုင်ရိုင်	jàɪɴjàɪɴ
ရိုဟင်ဂျာ	ɹòhɪ̀ɴdʑà
ရိုး	jó
ရိုးရာအမည်	jójàʔəmjì
ရိုးရိုး	jójó
ရီဂါ	ɹìgà
ရုက္ခစိုး	joʊʔgəzó
ရုက္ခဗေဒ	joʊʔkʰa̰bèda̰
ရုက္ခဗေဒဥယျာဉ်	joʊʔkʰa̰bèda̰ʔṵjɪ̀ɴ
ရုပ်	joʊʔ
ရုပ်ကလာပ်	joʊʔkəlaʔ
ရုပ်တု	joʊʔtṵ
ရုပ်ပုံ	joʊʔpòʊɴ
ရုပ်မြင်သံကြား	joʊʔmjɪ̀ɴθàɴdʑá
ရုပ်ရှင်	joʊʔʃɪ̀ɴ
ရုပ်ရှင်ရုံ	joʊʔʃɪ̀ɴjòʊɴ
ရုပ်သေး	joʊʔθé
ရုပ်သေးအစိုးရ	joʊʔθéʔəsója̰
ရုဘစ်ကုဗတုံး	ɹṵbɪʔkṵbətóʊɴ
ရုရု	jṵjṵ
ရုရှား	ɹṵʃá
ရုံ	jòʊɴ
ရုံး	jóʊɴ
ရုံးပတီ	jóʊɴbətì
ရူပ	jùpa̰
ရူပကအလင်္ကာ	jùpəka̰ʔəlìgà
ရူပနက္ခတ္တဗေဒ	jùpa̰nɛʔkʰaʔta̰bèda̰
ရူပဗေဒ	jùpa̰bèda̰
ရူပါရုံ	jùpàjòʊɴ
ရူပီး	ɹùpí
ရူမေးနီးယား	ɹùméníjá
ရေ	jè
ရေကတော့	jègədɔ̰
ရေကာတာ	jègàdà
ရေကူး	jèkú
ရေကူးကန်	jèkúgàɴ
ရေကြီး	jètɕí
ရေကြီးခြင်း	jètɕídʑɪ́ɴ
ရေခဲ	jègɛ́
ရေခဲခေတ်	jègɛ́kʰɪʔ
ရေခဲခြစ်	jègɛ́dʑɪʔ
ရေခဲတိုက်	jègɛ́daɪʔ
ရေခဲတောင်	jègɛ́dàʊɴ
ရေခဲမုန့်	jègɛ́mo̰ʊɴ
ရေခဲသေတ္တာ	jègɛ́θɪʔtà
ရေချိုး	jètɕʰó
ရေခွက်	jègwɛʔ
ရေဂျာဗစ်	ɹèdʑàbɪʔ
ရေငတ်	jèŋaʔ
ရေငတ်တယ်	jèŋaʔtɛ̀
ရေငုပ်သင်္ဘော	jèŋoʊʔθɪ̀ɴbɔ́
ရေငွေ့	jèŋwḛ
ရေစစ္စရီ	jèsɪʔsəɹì
ရေညှိ	jèɲ̊ḭ
ရေတပ်	jèdaʔ
ရေတံခွန်	jèdàgʊ̀ɴ
ရေတွက်	jètwɛʔ
ရေတွင်း	jèdwɪ́ɴ
ရေဒါ	ɹèdà
ရေဒီယို	ɹèdìjò
ရေနဂါး	jènəgá
ရေနံ	jènàɴ
ရေနံချောင်း	jènàɴdʑáʊɴ
ရေနံဆီ	jènàɴzì
ရေနွေးကြမ်း	jènwédʑáɴ
ရေနွေးအိုး	jènwéʔó
ရေပန်း	jèbáɴ
ရေပိုက်	jèpaɪʔ
ရေပေါ်ဆီ	jèbɔ̀zì
ရေမိုင်	jèmàɪɴ
ရေမြင်း	jèmjɪ́ɴ
ရေမြေသခင်	jèmjèθəkʰɪ̀ɴ
ရေမွှေး	jèm̥wé
ရေမှုတ်	jèm̥oʊʔ
ရေယုန်	jèjòʊɴ
ရေလက်ဝါး	jèlɛʔwá
ရေလုပ်သား	jèloʊʔθá
ရေဝတ	ɹèwəta̰
ရေဝတဘုရား	jèwəta̰pʰəjá
ရေသူ	jèðù
ရေသူမ	jèðùma̰
ရောက်	jaʊʔ
ရောက်တာ	ɹaʊʔtà
ရောဂန္တရကပ်	jɔ́gàɴtəɹa̰kaʔ
ရောဂါ	jɔ́gà
ရောဂါဗေဒ	jɔ́gàbèda̰
ရောင်	jàʊɴ
ရောင်ခြည်	jàʊɴdʑì
ရောင်း	jáʊɴ
ရောမ	ɹɔ́ma̰
ရော်	jɔ̀
ရော်ဘာ	ɹɔ̀bà
ရေး	jé
ရေးချ	jétɕʰa̰
ရေးရေး	jéjé
ရဲ	jɛ́
ရဲစခန်း	jɛ́səkʰáɴ
ရဲတိုက်	jɛ́daɪʔ
ရဲဘော်	jɛ́bɔ̀
ရဲမေ	jɛ́mè
ရဲရင့်	jɛ́jɪ̰ɴ
ရဲရဲ	jɛ́jɛ́
ရဲသား	jɛ́ðá
ရဲ့	jɛ̰
ရွက်	jwɛʔ
ရွက်ကြမ်း	jwɛʔdʑáɴ
ရွက်ကြမ်းရေကျို	jwɛʔtɕáɴjèdʑò
ရွက်ပုန်းသီး	jwɛʔpóʊɴðí
ရွက်လှေ	jwɛʔl̥è
ရွတ်ရွတ်	jʊʔjʊʔ
ရွပ်ရွပ်	jʊʔjʊʔ
ရွရွ	jwa̰jwa̰
ရွာ	jwà
ရွာစား	jwàzá
ရွာသူ	jwàðù
ရွာသူကြီး	jwàθədʑí
ရွေး	jwé
ရွေးကောက်ပွဲ	jwékaʊʔpwɛ́
ရွေးချယ်	jwétɕʰɛ̀
ရွေးချယ်တင်မြှောက်ပွဲ	jwétɕʰɛ̀tɪ̀ɴm̥jaʊʔpwɛ́
ရွံ	jʊ̀ɴ
ရွံ့	jʊ̰ɴ
ရွှေ	ʃwè
ရွှေချည်ထိုး	ʃwèdʑìdó
ရွှေချီ	ʃwèdʑì
ရွှေချီပူတင်း	ʃwèdʑìpùdɪ́ɴ
ရွှေတိုက်	ʃwèdaɪʔ
ရွှေတောင်	ʃwèdàʊɴ
ရွှေတောင်ခေါက်ဆွဲ	ʃwèdàʊɴkʰaʊʔsʰwɛ́
ရွှေတြိဂံ	ʃwètɹḭgàɴ
ရွှေထမင်း	ʃwètʰəmɪ́ɴ
ရွှေနန်းရွှေပြာသာဒ်သခင်	ʃwènáɴʃwèpjaʔθaʔθəkʰɪ̀ɴ
ရွှေနန်းရှင်ဘုရား	ʃwènáɴʃɪ̀ɴpʰəjá
ရွှေနီ	ʃwènì
ရွှေပဲ	ʃwèpɛ́
ရွှေပြည်စိုး	ʃwèpjìsó
ရွှေဖရုံသီး	ʃwèpʰəjòʊɴðí
ရွှေဖြူ	ʃwèbjù
ရွှေဘို	ʃwèbò
ရွှေမျက်ပါး	ʃwèmjɛʔpá
ရွှေရင်အေး	ʃwèjɪ̀ɴʔé
ရွှေ့	ʃwḛ
ရွှဲ	ʃwɛ́
ရွှံ့	ʃʊ̰ɴ
ရွှံ့ပွက်	ʃʊ̰ɴbwɛʔ
ရှက်	ʃɛʔ
ရှင့်	ʃɪ̰ɴ
ရှင်	ʃɪ̀ɴ
ရှင်တို့	ʃɪ̀ɴdo̰
ရှင်ပြု	ʃɪ̀ɴpjṵ
ရှင်ဖ	ʃɪ̀ɴpʰa̰
ရှင်ဘုရင်	ʃɪ̀ɴbəjɪ̀ɴ
ရှင်မွေ့	ʃɪ̀ɴmwḛ
ရှင်ရှင်	ʃɪ̀ɴʃɪ̀ɴ
ရှင်းရှင်း	ʃɪ́ɴʃɪ́ɴ
ရှစ်	ʃɪʔ
ရှစ်ပါးသီလ	ʃɪʔbáθìla̰
ရှစ်လ	ʃɪʔla̰
ရှဉ့်	ʃɪ̰ɴ
ရှည်	ʃè
ရှည်မျော	ʃèmjɔ́
ရှမ်ပိန်	ʃàɴpèɪɴ
ရှမ်း	ʃáɴ
ရှမ်းခေါက်ဆွဲ	ʃáɴkʰaʊʔsʰwɛ́
ရှယ်	ʃɛ̀
ရှယ်ယာ	ʃɛ̀jà
ရှလကာရည်	ʃàləkàjè
ရှလပတ်ရည်	ʃa̰ləpaʔjè
ရှာ	ʃà
ရှား	ʃá
ရှိ	ʃḭ
ရှိန်းခို	ʃéɪɴgò
ရှိုက်	ʃaɪʔ
ရှို့	ʃo̰
ရှိုး	ʃó
ရှူ	ʃù
ရှူတင်	ʃùtɪ̀ɴ
ရှူရှိုက်	ʃùʃaɪʔ
ရှူး	ʃú
ရှူးဖိနပ်	ʃúpʰənaʔ
ရှောက်	ʃaʊʔ
ရှောက်နု	ʃaʊʔnṵ
ရှော့ပင်းစင်တာ	ʃɔ̰pɪ́ɴsɪ̀ɴtà
ရှေ့	ʃḛ
ရှေ့ဆက်	ʃḛzɛʔ
ရှေ့နေ	ʃḛnè
ရှေ့နေချုပ်	ʃḛnèdʑoʊʔ
ရှေ့ရုံး	ʃḛjóʊɴ
ရှေး	ʃé
ရှေးခေတ်ဂရိ	ʃékʰɪʔgəɹḭ
ရှေးဟောင်း	ʃéháʊɴ
ရှေးဟောင်းသုတေသန	ʃéháʊɴθṵtèθəna̰
ရဿ	ɹaʔθa̰
လ	la̰
လက္ခဏ	lɛʔkʰəna̰
လက္ခဏာ	lɛʔkʰənà
လက္ခဏာရေးသုံးပါး	lɛʔkʰənàjéθóʊɴbá
လက်	lɛʔ
လက်ကိုင်ပဝါ	lɛʔkàɪɴpa̰wà
လက်ကောက်	lɛʔkaʊʔ
လက်ကွက်	lɛʔkwɛʔ
လက်ခလယ်	lɛʔkʰəlɛ̀
လက်ခံ	lɛʔkʰàɴ
လက်ချောင်း	lɛʔtɕʰáʊɴ
လက်စွပ်	lɛʔsʊʔ
လက်ဆောင်	lɛʔsʰàʊɴ
လက်ဆွဲသေတ္တာ	lɛʔsʰwɛ́θɪʔtà
လက်ညှိုး	lɛʔɲ̊ó
လက်တင်	lɛʔtɪ̀ɴ
လက်တင်အမေရိက	lɛʔtɪ̀ɴʔəmèɹḭka̰
လက်တန်း	lɛʔtáɴ
လက်တို	lɛʔtò
လက်ထပ်	lɛʔtʰaʔ
လက်ထပ်ခြင်း	lɛʔtʰaʔdʑɪ́ɴ
လက်နက်	lɛʔnɛʔ
လက်နှိပ်စက်	lɛʔn̥eɪʔsɛʔ
လက်နှီးစုတ်	lɛʔn̥ísoʊʔ
လက်ပစ်ဗုံး	lɛʔpɪʔbóʊɴ
လက်ပတ်နာရီ	lɛʔpaʔnàjì
လက်ပံ	lɛʔpàɴ
လက်ပံခါး	lɛʔpàɴgá
လက်ဖက်	ləpʰɛʔ
လက်ဖက်	lɛʔpʰɛʔ
လက်ဖက်စို	ləpʰɛʔsò
လက်ဖက်ထုပ်	ləpʰɛʔtʰoʊʔ
လက်ဖက်ရည်	ləpʰɛʔjè
လက်ဖက်ရည်ကြမ်း	ləpʰɛʔjìdʑáɴ
လက်ဖက်ရည်ဆိုင်	ləpʰɛʔjèzàɪɴ
လက်ဖက်ရည်ဖိုး	lɛʔpʰɛʔjìbó
လက်ဖက်ရည်အချို	ləpʰɛʔjìʔətɕʰò
လက်ဖက်သုပ်	ləpʰɛʔθoʊʔ
လက်ဘနွန်	lɛʔbənʊ̀ɴ
လက်မ	lɛʔma̰
လက်မှတ်	lɛʔm̥aʔ
လက်ရန်း	lɛʔjáɴ
လက်ရှည်	lɛʔʃè
လက်ဝါး	lɛʔwá
လက်ဝါးကပ်တိုင်	lɛʔwəgaʔtàɪɴ
လက်ဝှေ့	lɛʔʍḛ
လက်သည်	lɛʔθɛ̀
လက်သည်း	lɛʔθɛ́
လက်သည်းကွင်း	lɛʔθégwɪ́ɴ
လက်သန်း	lɛʔθáɴ
လက်သမား	lɛʔθa̰má
လက်သီး	lɛʔθí
လက်သုတ်ပဝါ	lɛʔθoʊʔpa̰wà
လက်သုပ်စုံ	lɛʔθoʊʔsòʊɴ
လက်အိတ်	lɛʔʔeɪʔ
လကွယ်	la̰gwɛ̀
လခြမ်း	la̰dʑáɴ
လခြမ်းဆိုင်း	la̰dʑáɴsʰáɪɴ
လငယ်	la̰ŋɛ̀
လင်	lɪ̀ɴ
လင်ကောင်ပိုး	lɪ̀ɴgàʊɴbó
လင်ပန်း	lɪ̀ɴbáɴ
လင်မယား	lɪ̀ɴməjá
လင်း	lɪ́ɴ
လင်းဆွဲ	lɪ́ɴzwɛ́
လင်းဇင်း	lɪ́ɴzɪ́ɴ
လင်းတ	lɪ́ɴda̰
လင်းနို့	lɪ́ɴno̰
လင်းပိုင်	lɪ́ɴbàɪɴ
လင်းမြွေ	lɪ́ɴmjwè
လင်းယဉ်	lɪ́ɴjɪ̀ɴ
လင်းယုန်	lɪ́ɴjòʊɴ
လင်္ကာ	lɪ̀ɴga̰
လစဉ်	la̰zɪ̀ɴ
လစ်	lɪʔ
လစ်စဘွန်း	lɪʔsəbʊ́ɴ
လစ်တန်စတိန်း	lɪʔtàɴsətéɪɴ
လစ်ဗျား	lɪʔbjá
လစ်သူယေးနီးယား	lɪʔθùjéníjá
လဆန်း	la̰záɴ
လဆုတ်	la̰zoʊʔ
လဆွဲ	la̰sʰwɛ́
လည်	lɛ̀
လည်ချောင်း	lɛ̀dʑáʊɴ
လည်စည်း	lèzí
လည်ဆွဲ	lɛ̀zwɛ́
လည်ပင်း	lɛ̀bɪ́ɴ
လည်ပင်းကြီးရောဂါ	lìbɪ́ɴdʑíjɔ́gà
လည်း	lí
လည်း	lɛ́
လတ်	laʔ
လတ်ဗီယာ	laʔbìjà
လဒ်	laʔ
လန်ချား	làɴtɕʰá
လန်ဒန်	làɴdàɴ
လပို့	ləbo̰
လပ်	laʔ
လပြည့်	la̰pjḛ
လပြည့်နေ့	la̰pjḭnḛ
လပြည့်ဝန်း	la̰bjḛwʊ́ɴ
လမု	ləmṵ
လမုန့်	la̰mo̰ʊɴ
လမ်း	láɴ
လမ်းကြား	láɴdʑá
လမ်းကြောင်း	láɴdʑáʊɴ
လမ်းဆုံ	láɴzòʊɴ
လမ်းညွှန်	láɴɲ̊ʊ̀ɴ
လမ်းပြ	láɴpja̰
လမ်းဘေးဆိုင်	láɴbézàɪɴ
လမ်းလျှောက်	láɴʃaʊʔ
လမ်းသရဲ	láɴθəjɛ́
လမွတ်	ləmʊʔ
လယ	ləja̰
လယ်	lɛ̀
လယ်ထွန်	lɛ̀tʰʊ̀ɴ
လယ်ထွန်မင်္ဂလာ	lɛ̀tʰʊ̀ɴmɪ̀ɴgəlà
လယ်ပြင်	lɛ̀bjɪ̀ɴ
လယ်ယာ	lɛ̀jà
လယ်သမား	lɛ̀ðəmá
လဟု	ləhṵ
လာ	là
လာဘ်	laʔ
လာအို	làʔò
လား	lá
လားရှိုး	láʃó
လားဟူ	láhù
လိင်	lèɪɴ
လိင်ဆက်ဆံ	lèɪɴsʰɛʔsʰàɴ
လိင်တံ	lèɪɴdàɴ
လိင်ပညာ	lèɪɴpjɪ̀ɴɲà
လိင်အင်္ဂါ	lèɪɴʔɪ̀ɴgà
လိပ်	leɪʔ
လိပ်ကျောက်	leɪʔtɕaʊʔ
လိပ်ခါးဖားဖင်	leɪʔkʰápʰápʰɪ̀ɴ
လိပ်ခေါင်း	leɪʔgáʊɴjɔ́gà
လိပ်ခေါင်းရောဂါ	leɪʔgáʊɴjɔ́gà
လိပ်စာ	leɪʔsà
လိပ်ပြာ	leɪʔpjà
လိမ္မာ	lèɪɴmà
လိမ္မော်	lèɪɴmɔ̀
လိမ်	lèɪɴ
လိမ်း	léɪɴ
လိမ်းဆေး	léɪɴzé
လို	lò
လိုက်	laɪʔ
လိုက်ချီး	laɪʔtɕʰí
လိုက်ပြေး	laɪʔpjé
လိုက်ပွဲ	laɪʔpwɛ́
လိုက်ဘေးရီးယား	laɪʔbéɹíjá
လိုချင်	lòdʑɪ̀ɴ
လိုင်ကီး	làɪɴkí
လိုင်စင်	làɪɴsɪ̀ɴ
လိုင်း	láɪɴ
လိုင်းကား	láɪɴgá
လိုဏ်	l̥àɪɴ
လိုဏ်ခေါင်း	l̥àɪɴgáʊɴ
လိုအပ်	lòʔaʔ
လို့	lo̰
လိုး	ló
လီ	lì
လီဆိုသို	lìsʰòθò
လီဆူ	lìsʰù
လီတာ	lìtà
လီသီယမ်	lìθìjàɴ
လီး	lí
လု	lṵ
လုပ်	loʊʔ
လုပ်ခ	loʊʔkʰa̰
လုပ်ငန်း	loʊʔŋáɴ
လုပ်ဖော်ကိုင်ဖက်	loʊʔpʰɔ̀kàɪɴbɛʔ
လုပ်ရတ်	loʊʔjaʔ
လုပ်သား	loʊʔθá
လုပ်အား	loʊʔʔá
လုမ္ဗိနီ	lòʊɴbḭnì
လုံချည်	lòʊɴdʑì
လုံခြုံရေး	lòʊɴdʑòʊɴjé
လုံ့လ	lo̰ʊɴla̰
လုံး	lóʊɴ
လုံးလုံး	lóʊɴlóʊɴ
လူ	lù
လူကြီး	lùdʑí
လူကြီးမင်းများခင်ဗျား	lùdʑímɪ́ɴmjákʰəbjá
လူငယ်	lùŋɛ̀
လူစုလူဝေး	lùzṵlùwé
လူဇင်ဘတ်	lùzɪ̀ɴbaʔ
လူတော	lùdɔ́
လူထု	lùdṵ
လူထုကျန်းမာရေး	lùdṵtɕáɴmàjé
လူထုမီဒီယာ	lùdṵmìdìjà
လူနည်းစု	lùnɛ́zṵ
လူနာ	lùnà
လူနာတင်ကား	lùnàdɪ̀ɴká
လူပျို	lùbjò
လူပျိုနာ	lùbjònà
လူဘယာနာ	lùbəjànà
လူများစု	lùmjázṵ
လူမျိုး	lùmjó
လူမျိုးစုလွှတ်တော်	lùmjózṵl̥ʊʔtɔ̀
လူမျိုးတုံးသတ်ဖြတ်မှု	lùmjótóʊɴθaʔpʰjaʔm̥ṵ
လူမျိုးရေးဝါဒ	lùmjójéwàda̰
လူမှုကွန်ရက်	lùm̥ṵkʊ̀ɴjɛʔ
လူမှုဗေဒ	lùm̥ṵbèda̰
လူမှုမီဒီယာ	lùm̥ṵmìdìjà
လူဝင်မှုကြီးကြပ်ရေး	lùwɪ̀ɴm̥ṵtɕítɕaʔjé
လူဝံ	lùwʊ̀ɴ
လူသတ်ပွဲ	lùðaʔpwɛ́
လူသတ်မှု	lùðaʔm̥ṵ
လူသား	lùðá
လူဦးရေ	lùʔújè
လူ့ဘောင်	lṵbàʊɴ
လူ့အဖွဲ့အစည်း	lṵʔəpʰwɛ̰ʔəsí
လေ	lè
လေကတော့	lègədɔ̰
လေချဉ်တက်	lèdʑɪ̀ɴtɛʔ
လေချွန်	lètɕʰʊ̀ɴ
လေစုန်	lèzòʊɴ
လေဆိပ်	lèzeɪʔ
လေထိုးတံ	lètʰódàɴ
လေထီး	lèdí
လေထု	lèdṵ
လေပွေ	lèbwè
လေဖိအား	lèpʰḭʔá
လေဖုတ်	lèpʰoʊʔ
လေဖြတ်ရောဂါ	lèpʰjaʔjɔ́gà
လေမုန်တိုင်း	lèmòʊɴdáɪɴ
လေယာဉ်	lèjɪ̀ɴ
လေယာဉ်ပျံ	lèjɪ̀ɴbjàɴ
လေယာဉ်မယ်	lèjɪ̀ɴmɛ̀
လေယာဉ်မောင်	lèjɪ̀ɴmàʊɴ
လေယာဉ်မှူး	lèjɪ̀ɴm̥ú
လေရဟတ်	lèjəhaʔ
လေလည်	lèlè
လေလံ	lèlàɴ
လေသာခန်း	lèðàgáɴ
လေသာပေါက်	lèðàbaʊʔ
လေသိုက်	lèθaɪʔ
လေအေးစက်	lèʔézɛʔ
လောက	lɔ́ka̰
လောကဓာတ်	lɔ́gədaʔ
လောကဓံ	lɔ́gədàɴ
လောကနတ်	lɔ́ka̰naʔ
လောကဝတ်	lɔ́gəwʊʔ
လောက်	laʊʔ
လောင်	làʊɴ
လောင်စာ	làʊɴzà
လောင်း	láʊɴ
လောဘ	lɔ́ba̰
လောလော	lɔ́lɔ́
လော့စ်အိန်ဂျယ်လိစ်	la̰ʊʔʔèɪɴdʑɛ̀leɪʔ
လေ့ကျင့်	lḛtɕɪ̰ɴ
လေ့ကျင့်ခန်း	lḛtɕɪ̰ɴgáɴ
လေ့လာ	lḛlà
လေး	lé
လေးကြိုး	lédʑó
လေးညှင်း	léɲ̊ɪ́ɴ
လေးညှင်းပွင့်	léɲ̊ɪ́ɴbwɪ̰ɴ
လေးထောင့်	léda̰ʊɴ
လေးလ	léla̰
လေးလံ	lélàɴ
လဲ	lɛ́
လဲ့လဲ့	lɛ̰lɛ̰
လံဗား	làɴbá
လ္ဘက်	ləpʰɛʔ
လျက်	jɛʔ
